country,region,year,sector,population,gdp_billion_usd,co2_emissions_million_tons,scenario
Pakistan,Asia,2022,Transport,1725945262.0,3835891.1444700225,475.92,Renewable_Transition
Russia,Europe,2005,Residential,1322613811.0,2297511.1863902793,546.4,Renewable_Transition
Pakistan,Asia,1996,Industry,1375150964.0,2052523.9505419566,1170.24,High_Growth
Indonesia,Asia,2019,Residential,802939027.0,4027711.50261361,3553.4,High_Growth
Malaysia,Asia,2023,Energy,2125631106.0,8211673.7,2819.92,Baseline
South Korea,Asia,2013,Residential,1634485864.0,3223609.02,745.78,Baseline
Pakistan,Asia,2019,Agriculture,1639884474.0,4334765.114537006,273.55,High_Growth
Russia,Europe,2012,Residential,,2393082.221976714,470.32,Policy_Reduction
Vietnam,Asia,2013,Agriculture,326139214.0,1455469.0103084622,807.73,Renewable_Transition
Thailand,Asia,2018,Residential,50212700.0,4772214.251281768,101.86,Renewable_Transition
Pakistan,Asia,2021,Transport,2125031360.0,5388832.3334588865,447.27,Policy_Reduction
India,Asia,2000,Industry,1497266487.0,1810258.2029424098,3125.91,Policy_Reduction
Germany,Europe,2021,Industry,355508188.0,6308480.175079689,,Policy_Reduction
UAE,Asia,2021,Transport,864259616.0,5389773.981048551,2451.61,High_Growth
France,Europe,2011,Industry,,1661318.586391571,2426.44,Renewable_Transition
Nigeria,Africa,2008,Energy,1568502163.0,2502549.5736060836,160.36,Policy_Reduction
Turkey,Middle East,2024,Energy,375655872.0,,9495.33,Renewable_Transition
Argentina,South America,2013,Energy,631213171.0,5921712.539392038,4445.73,High_Growth
UAE,Asia,2017,Transport,878772912.0,6063621.689109088,1416.9,Policy_Reduction
Saudi Arabia,Middle East,1999,Industry,1302309752.0,3066712.5031837993,394.36,High_Growth
Saudi Arabia,Middle East,2020,Transport,1886914191.0,,377.27,Renewable_Transition
Vietnam,Asia,2024,Agriculture,348887456.0,1825705.1872651263,,Policy_Reduction
Argentina,South America,2002,Energy,,2675154.27312689,1659.07,Renewable_Transition
Bangladesh,Asia,2018,Industry,1956865657.0,381626.55,1776.88,Baseline
Philippines,Asia,2019,Agriculture,175108665.0,4027122.73,679.83,Baseline
United States,North America,2004,Energy,1452192673.0,353318.9339954497,3431.93,High_Growth
Italy,Europe,2017,Industry,1061442572.0,3212527.212571932,5794.28,Policy_Reduction
Malaysia,Asia,2004,Transport,1495756190.0,2230954.5279087224,1608.99,Renewable_Transition
Russia,Europe,2009,Transport,1538481528.0,2194156.5455794097,1001.62,Policy_Reduction
Italy,Europe,2024,Industry,1269478044.0,2528384.31,4835.21,Baseline
China,Asia,2017,Transport,237597517.0,5093694.16,,Baseline
Spain,Europe,2023,Transport,787789691.0,,1547.1,Policy_Reduction
Saudi Arabia,Middle East,2013,Residential,1563414890.0,3488265.5630379226,124.44,Policy_Reduction
Russia,Europe,2013,Industry,1474389018.0,2244811.47,,Baseline
China,Asia,2008,Industry,212000370.0,2596728.858494824,727.7,Renewable_Transition
Germany,Europe,2002,Agriculture,,3258548.85,,Baseline
Mexico,North America,2006,Agriculture,253618726.0,173603.20721230953,116.91,Renewable_Transition
UAE,Asia,2016,Residential,924912325.0,3065749.2630762914,900.96,Policy_Reduction
Indonesia,Asia,2006,Industry,596227166.0,1823099.872210745,4168.26,Policy_Reduction
Thailand,Asia,2014,Energy,42700855.0,7951714.14,1363.55,Baseline
United States,North America,2006,Energy,1364117735.0,364672.4645473686,2379.17,Policy_Reduction
South Korea,Asia,2021,Energy,,3748169.2973316107,1121.15,Renewable_Transition
Thailand,Asia,2020,Transport,51703191.0,6782556.93,410.06,Baseline
THAILAND,Asia,2015,Agriculture,45262901.0,4378567.60829511,100.94,Policy_Reduction
UAE,Asia,2019,Residential,1010901751.0,2849536.7710489156,890.45,Policy_Reduction
MEXICO,North America,1997,Energy,237486421.0,143690.824856161,834.01,Renewable_Transition
Egypt,Africa,2011,Energy,1151021245.0,3245163.6979107424,1087.57,Policy_Reduction
Iran,Asia,2019,Transport,1182447183.0,1202156.1865351715,256.38,Renewable_Transition
Japan,Asia,2009,Agriculture,442775427.0,3184697.7,1263.02,Baseline
Argentina,South America,1998,Transport,583910474.0,,837.87,Policy_Reduction
Iran,Asia,2019,Industry,1182447183.0,1173610.49,569.97,Baseline
Brazil,South America,2017,Energy,578891167.0,7206640.696000997,7374.1,Renewable_Transition
United Kingdom,Europe,2004,Agriculture,77027469.0,1333880.5261777139,679.82,Renewable_Transition
Saudi Arabia,Middle East,2005,Transport,1325168607.0,3224218.6252247486,183.38,Policy_Reduction
Australia,Oceania,2003,Residential,619362124.0,,825.37,Renewable_Transition
Philippines,Asia,2007,Agriculture,,4948467.518573742,827.31,High_Growth
United States,North America,2019,Energy,1852068306.0,828826.3652094022,2553.64,Renewable_Transition
United Kingdom,Europe,2006,Agriculture,81433532.0,,896.23,High_Growth
Italy,Europe,2007,Industry,1052381257.0,1555111.1784317817,2665.19,Renewable_Transition
Malaysia,Asia,2024,Agriculture,1811408979.0,,1663.71,Baseline
BRAZIL,South America,2018,Transport,487662384.0,7583576.318118548,5038.64,Renewable_Transition
Japan,Asia,2011,Agriculture,497463738.0,4934932.916049771,1120.48,Renewable_Transition
Saudi Arabia,Middle East,2009,Energy,1475391431.0,2832962.282410897,390.23,Renewable_Transition
Egypt,Africa,2009,Transport,1113001754.0,,584.65,High_Growth
UAE,Asia,2014,Energy,1062079852.0,2808218.88827583,4028.51,High_Growth
Iran,Asia,2023,Transport,,,351.6,High_Growth
Mexico,North America,2010,Residential,281183152.0,315706.78,455.67,Baseline
INDONESIA,Asia,2003,Residential,542326720.0,,1874.98,Baseline
Egypt,Africa,1996,Industry,1026715908.0,2619521.6478034044,338.04,Renewable_Transition
United Kingdom,Europe,2023,Industry,82119827.0,2043318.13,3893.39,Baseline
Turkey,Middle East,2019,Industry,326574468.0,1525364.7951782208,,High_Growth
INDONESIA,Asia,2008,Residential,543881731.0,1902515.83,1980.7,Baseline
Malaysia,Asia,2005,Transport,1613079685.0,2301174.89,1962.33,Baseline
Argentina,South America,2014,Residential,644791306.0,5031865.06,1266.78,Baseline
China,Asia,2004,Industry,197249055.0,2419702.936815713,,Renewable_Transition
Argentina,South America,1995,Transport,567377065.0,2213057.0,,Baseline
United Kingdom,Europe,2023,Agriculture,82119827.0,2043318.13,792.51,Baseline
FRANCE,Europe,1995,Agriculture,1228067867.0,650614.0,704.61,Baseline
Canada,North America,2008,Residential,,1593989.67,1646.37,Baseline
Vietnam,Asia,2005,Industry,304390332.0,1117730.1090038551,2289.69,Policy_Reduction
THAILAND,Asia,2019,Industry,42012766.0,7518548.62083241,463.88,High_Growth
Indonesia,Asia,2003,Energy,542326720.0,1649279.89,6606.39,Baseline
United Kingdom,Europe,1999,Transport,,1126224.262657803,1537.07,Renewable_Transition
China,Asia,2019,Residential,190363748.0,4233189.041079883,311.16,High_Growth
Spain,Europe,2016,Transport,777182171.0,2262597.33,3408.43,Baseline
Nigeria,Africa,1997,Industry,1340290589.0,1877600.4897471345,92.64,Renewable_Transition
Russia,Europe,2024,Transport,1777972431.0,5164724.33,2534.5,Baseline
United Kingdom,Europe,2018,Industry,,,,High_Growth
Italy,Europe,2004,Residential,953280954.0,1365394.2018289876,,Policy_Reduction
Germany,Europe,1996,Transport,,2442052.3832141836,,Renewable_Transition
Argentina,South America,2024,Residential,852043443.0,10708096.851214016,1540.05,High_Growth
Saudi Arabia,Middle East,1996,Energy,1242314764.0,2377728.7677858886,435.12,Renewable_Transition
France,Europe,2020,Transport,1794271552.0,2808864.617155063,,Renewable_Transition
Spain,Europe,1998,Residential,,1783721.4383152893,723.64,Renewable_Transition
Malaysia,Asia,2011,Transport,1863309618.0,4289222.903507701,2644.15,High_Growth
India,Asia,2016,Energy,,3837975.591102683,4386.9,Renewable_Transition
Pakistan,Asia,2022,Industry,1725945262.0,4303669.108113004,880.61,High_Growth
Japan,Asia,2003,Agriculture,422832296.0,3224932.918396815,1270.24,High_Growth
South Africa,Africa,2010,Transport,506218396.0,,885.2,Baseline
SAUDI ARABIA,Middle East,2018,Industry,1680904414.0,5497003.536380962,225.27,Policy_Reduction
India,Asia,2019,Energy,2189388839.0,5296008.9817287875,5338.96,Renewable_Transition
BRAZIL,South America,2022,Residential,475036096.0,8351966.778226311,3752.28,Renewable_Transition
Indonesia,Asia,1996,Transport,508389439.0,1335172.61,2396.27,Baseline
France,Europe,2024,Transport,2104211229.0,1701019.125483405,6018.09,Policy_Reduction
Pakistan,Asia,2016,Residential,1981743902.0,4376969.696305278,,Policy_Reduction
FRANCE,Europe,2024,Residential,2104211229.0,1769915.6332352913,,Renewable_Transition
France,Europe,2014,Residential,1390748911.0,1055446.92,1499.53,Baseline
Philippines,Asia,2016,Residential,172879983.0,6510441.8976035,1909.16,Policy_Reduction
Malaysia,Asia,2007,Transport,1499921405.0,2865756.38,2637.4,Baseline
Argentina,South America,2003,Agriculture,600435305.0,,331.95,Renewable_Transition
Australia,Oceania,1998,Industry,,232213.7531716516,2131.85,Renewable_Transition
France,Europe,1998,Industry,1274967136.0,731064.95,2653.18,Baseline
Spain,Europe,2020,Industry,668450623.0,2528000.72,5169.23,Baseline
Vietnam,Asia,2016,Agriculture,392641497.0,1036077.05,545.78,Baseline
Italy,Europe,2004,Agriculture,953280954.0,1375559.52,1156.99,Baseline
Thailand,Asia,2016,Industry,46472881.0,,,Baseline
VIETNAM,Asia,2023,Agriculture,388605071.0,1612609.0153408197,591.3,Renewable_Transition
Pakistan,Asia,1995,Agriculture,1358824238.0,1997938.7701943503,355.21,High_Growth
Indonesia,Asia,2012,Transport,699117419.0,,5295.81,Baseline
Philippines,Asia,2018,Transport,188606112.0,6982923.89,5835.23,Baseline
Thailand,Asia,1995,Agriculture,33956978.0,2740856.0,125.12,Baseline
Mexico,North America,1999,Residential,,159717.34,271.42,Baseline
India,Asia,2002,Agriculture,1438937121.0,1782152.517607346,849.51,Policy_Reduction
Indonesia,Asia,1995,Energy,501337509.0,1305967.4489483484,4408.48,Renewable_Transition
Japan,Asia,2004,Residential,454168035.0,3757405.2771419883,2038.59,High_Growth
Italy,Europe,2016,Transport,1038347097.0,1681175.4330652843,2776.96,Policy_Reduction
Iran,Asia,2004,Residential,926081757.0,,194.61,High_Growth
Philippines,Asia,2000,Agriculture,134224133.0,3163110.71,1009.91,Baseline
Italy,Europe,2022,Transport,1166530394.0,3772472.5643858043,2663.44,Policy_Reduction
Germany,Europe,1996,Transport,,2703664.8970580627,,High_Growth
Brazil,South America,2019,Residential,,6222463.1781261405,1820.45,High_Growth
Indonesia,Asia,2022,Industry,843761902.0,3841004.71,4688.29,Baseline
Japan,Asia,1999,Transport,419188382.0,,1692.87,Policy_Reduction
Spain,Europe,1999,Energy,569220942.0,1950030.7461789637,4590.45,High_Growth
France,Europe,2009,Agriculture,1561247896.0,,1041.89,High_Growth
South Korea,Asia,2009,Residential,,3104288.456064019,470.16,Policy_Reduction
South Africa,Africa,2004,Transport,451564661.0,1087844.0771168517,788.28,High_Growth
Egypt,Africa,2000,Transport,1080169282.0,2746245.02,309.92,Baseline
Philippines,Asia,1996,Transport,124214365.0,,2345.87,High_Growth
Indonesia,Asia,2002,Agriculture,543249922.0,1623530.71,864.4,Baseline
NIGERIA,Africa,2012,Transport,1420961262.0,3500237.31,194.75,Baseline
Thailand,Asia,2014,Industry,42700855.0,7756655.97082226,,Policy_Reduction
Bangladesh,Asia,2012,Industry,1682250946.0,582533.3896226658,3143.16,High_Growth
Philippines,Asia,2016,Agriculture,172879983.0,6606255.122021558,2379.06,High_Growth
Pakistan,Asia,2001,Industry,1441677358.0,,763.6,Renewable_Transition
Thailand,Asia,1999,Industry,,3025809.7127286084,,Policy_Reduction
Thailand,Asia,2017,Residential,51291976.0,7006986.466839546,186.27,Policy_Reduction
Thailand,Asia,2015,Transport,45262901.0,,300.12,Policy_Reduction
Brazil,South America,2007,Energy,466508107.0,3144263.4,7633.31,Baseline
Australia,Oceania,2003,Energy,619362124.0,252010.564523223,3500.65,Renewable_Transition
India,Asia,2009,Residential,,2454740.124349341,1090.08,High_Growth
Japan,Asia,1998,Industry,424523943.0,2404789.3998695724,2699.69,Policy_Reduction
UAE,Asia,2014,Energy,1062079852.0,2608240.457935248,2545.96,Renewable_Transition
Nigeria,Africa,2000,Agriculture,,2041628.71,45.25,Baseline
Vietnam,Asia,2021,Agriculture,413210620.0,2700597.1365864333,740.41,Policy_Reduction
Japan,Asia,1997,Transport,,2406851.7766218646,2396.49,High_Growth
China,Asia,2010,Agriculture,222348927.0,3489968.559395519,,Policy_Reduction
France,Europe,2010,Transport,1381003117.0,1106398.3252673373,,High_Growth
Saudi Arabia,Middle East,2015,Industry,1769472263.0,6043805.187004325,554.39,Renewable_Transition
United States,North America,2014,Residential,1609837141.0,512884.2078144136,464.88,Renewable_Transition
UAE,Asia,2016,Industry,,3067702.225628224,1474.11,Renewable_Transition
China,Asia,2009,Residential,207701870.0,4144649.56,,Baseline
Mexico,North America,1995,Industry,229780040.0,138772.90808449755,484.22,Renewable_Transition
Bangladesh,Asia,2005,Agriculture,1500274956.0,283855.9859149027,860.26,Renewable_Transition
Bangladesh,Asia,2004,Agriculture,1633083009.0,273280.5776684702,709.45,Policy_Reduction
Pakistan,Asia,2002,Agriculture,1524593377.0,2702948.9,325.51,Baseline
Iran,Asia,2011,Industry,991412483.0,887639.79,520.04,Baseline
India,Asia,2008,Industry,1698861171.0,,,Renewable_Transition
Bangladesh,Asia,2016,Transport,2038427896.0,430322.8371840931,1587.83,Policy_Reduction
SPAIN,Europe,2009,Agriculture,,3272699.0688448325,437.36,Renewable_Transition
UAE,Asia,1995,Transport,755257736.0,1702852.1235396655,1465.93,Renewable_Transition
Malaysia,Asia,2015,Agriculture,1687668856.0,5778771.02,1748.7,Baseline
Iran,Asia,2010,Energy,923090617.0,733754.532981285,1258.57,Renewable_Transition
Malaysia,Asia,2004,Industry,1495756190.0,2286045.4265556773,1709.35,Renewable_Transition
Turkey,Middle East,2016,Transport,340076662.0,1790182.2406229868,2161.19,Renewable_Transition
Indonesia,Asia,2015,Energy,587757039.0,1988641.6258232277,4434.51,Policy_Reduction
Mexico,North America,1998,Residential,238456403.0,,220.83,Policy_Reduction
Russia,Europe,2012,Transport,1508343769.0,2588757.2040083017,1214.56,High_Growth
SAUDI ARABIA,Middle East,2018,Transport,1680904414.0,6468933.810946723,688.3,High_Growth
Australia,Oceania,2023,Transport,839961292.0,519435.3104904847,2879.82,Renewable_Transition
India,Asia,1997,Industry,1420043843.0,1563310.68,3203.11,Baseline
Saudi Arabia,Middle East,2016,Transport,1450452746.0,3769210.73,,Baseline
South Korea,Asia,2005,Industry,1386497803.0,2099045.4956374024,976.16,Policy_Reduction
United Kingdom,Europe,2004,Agriculture,77027469.0,1549253.8569608296,1063.07,High_Growth
Pakistan,Asia,2001,Agriculture,1441677358.0,2510911.870813902,,Policy_Reduction
Germany,Europe,2008,Transport,294525696.0,5129494.717422254,3285.21,Policy_Reduction
Malaysia,Asia,2007,Industry,1499921405.0,2865756.38,2633.23,Baseline
UNITED STATES,North America,1996,Industry,1252357235.0,239885.8466702564,1501.28,Policy_Reduction
Germany,Europe,2013,Residential,289837168.0,6194441.6359820785,1129.96,Renewable_Transition
Nigeria,Africa,2022,Agriculture,1562230689.0,4416942.101791718,34.25,Policy_Reduction
South Korea,Asia,2013,Energy,1634485864.0,3223609.02,2578.22,Baseline
Australia,Oceania,1999,Industry,597881580.0,241889.5905966024,3407.32,High_Growth
EGYPT,Africa,2007,Industry,,3444757.0483751134,419.69,Policy_Reduction
Indonesia,Asia,2021,Energy,833792034.0,,6784.72,High_Growth
Vietnam,Asia,2017,Residential,361136130.0,2096117.9881083104,1753.18,Policy_Reduction
INDONESIA,Asia,2019,Industry,802939027.0,3704731.87,4697.78,Baseline
Turkey,Middle East,2000,Residential,286550266.0,826380.030573322,1592.84,High_Growth
Nigeria,Africa,2022,Energy,1562230689.0,4691774.484373399,431.06,High_Growth
United States,North America,2004,Agriculture,1452192673.0,310644.59,482.3,Baseline
Spain,Europe,1996,Industry,557817211.0,,2342.76,Baseline
Iran,Asia,2022,Residential,1160671156.0,1801380.184644995,102.35,Policy_Reduction
United Kingdom,Europe,2013,Agriculture,,2354511.2423709757,848.5,Policy_Reduction
Iran,Asia,1995,Industry,806277831.0,446711.79653425206,396.06,Policy_Reduction
Philippines,Asia,2000,Agriculture,134224133.0,3284019.000183607,830.58,Policy_Reduction
Germany,Europe,2013,Transport,289837168.0,,1176.35,Renewable_Transition
Philippines,Asia,2024,Residential,202703596.0,9853567.133131819,4992.31,High_Growth
France,Europe,2002,Industry,1388568590.0,803344.3532418343,,High_Growth
Saudi Arabia,Middle East,2011,Industry,1534481958.0,3758180.998097375,,Policy_Reduction
Brazil,South America,1999,Energy,437244113.0,2488022.08,6241.85,Baseline
United Kingdom,Europe,2024,Industry,95474122.0,4724341.712935927,1935.17,Policy_Reduction
Vietnam,Asia,1998,Industry,286439207.0,719416.66,2429.0,Baseline
Canada,North America,1999,Residential,787808906.0,947151.6728921256,985.45,Policy_Reduction
India,Asia,2022,Energy,1742746529.0,5174533.052850034,10782.79,Renewable_Transition
China,Asia,1996,Transport,,1920180.7,603.53,Baseline
India,Asia,2013,Transport,1714490323.0,2809163.6219125097,2278.45,High_Growth
Russia,Europe,2014,Residential,1733106866.0,2098796.464992764,352.37,Renewable_Transition
Australia,Oceania,2007,Energy,642659702.0,,5032.3,High_Growth
Malaysia,Asia,2011,Residential,,4069856.5695867054,1092.53,Policy_Reduction
Russia,Europe,2020,Transport,1544544879.0,2917014.35,,Baseline
Saudi Arabia,Middle East,2013,Transport,1563414890.0,3480219.521280782,287.31,Renewable_Transition
Russia,Europe,2018,Industry,1910816235.0,2773939.004709428,2424.19,Renewable_Transition
Saudi Arabia,Middle East,2015,Residential,1769472263.0,6217853.796279626,262.5,Renewable_Transition
Japan,Asia,2003,Energy,422832296.0,3010909.2565080184,5482.73,Renewable_Transition
United Kingdom,Europe,2016,Transport,,2244828.77,1491.82,Baseline
Spain,Europe,2018,Energy,756541096.0,3346034.7784553724,2002.86,Renewable_Transition
Italy,Europe,2002,Agriculture,1003366596.0,1257443.08,1385.67,Baseline
Spain,Europe,1999,Industry,569220942.0,1766074.113970727,1860.44,Renewable_Transition
Turkey,Middle East,2016,Transport,340076662.0,1803731.4802753283,2532.0,Policy_Reduction
Argentina,South America,2021,Transport,903781224.0,5677517.31,2423.42,Baseline
Australia,Oceania,2013,Agriculture,790615261.0,374870.04931085045,1004.67,Renewable_Transition
Iran,Asia,2021,Transport,1213242857.0,882852.008499189,429.68,High_Growth
Canada,North America,2023,Energy,888464160.0,1979920.21,4465.03,Baseline
UAE,Asia,2002,Industry,803233228.0,2236844.3782238783,2182.11,Renewable_Transition
CANADA,North America,2001,Industry,824882299.0,1084899.7294975896,2906.57,High_Growth
Turkey,Middle East,2018,Transport,394700945.0,,,Baseline
India,Asia,2013,Residential,,2610048.09,1049.33,Baseline
Australia,Oceania,2017,Industry,727645537.0,339521.94,7826.85,Baseline
Iran,Asia,2017,Energy,1036379407.0,837687.2184761313,1479.2,High_Growth
Brazil,South America,2003,Agriculture,430458790.0,3064135.49,957.75,Baseline
CANADA,North America,2001,Industry,824882299.0,994597.0076925596,2109.91,Policy_Reduction
Philippines,Asia,2011,Transport,,4481073.066922649,1333.51,Policy_Reduction
VIETNAM,Asia,2024,Transport,,1816149.9090615853,2380.71,Renewable_Transition
Thailand,Asia,2010,Transport,44839424.0,5710144.74,248.91,Baseline
Malaysia,Asia,1996,Industry,1404743505.0,2058836.6674566555,2825.08,High_Growth
Germany,Europe,2000,Transport,245616392.0,3433471.790437642,2716.62,High_Growth
Thailand,Asia,2008,Industry,37763519.0,5068624.789942823,431.08,Renewable_Transition
Mexico,North America,2011,Energy,295789060.0,339350.5723507238,2796.95,High_Growth
Turkey,Middle East,2003,Industry,297860295.0,794826.1,4902.89,Baseline
India,Asia,2020,Agriculture,2258261528.0,5159742.429903242,1840.27,High_Growth
JAPAN,Asia,2019,Energy,503289821.0,6470177.630535716,,Policy_Reduction
France,Europe,1997,Transport,1263173911.0,707262.2000082594,1362.74,Renewable_Transition
South Korea,Asia,2015,Agriculture,1578043530.0,2864042.51,689.08,Baseline
Turkey,Middle East,2002,Transport,285110859.0,1003673.682410151,2609.58,High_Growth
Thailand,Asia,2004,Industry,39918077.0,4165735.81,437.49,Baseline
United Kingdom,Europe,2020,Transport,105607575.0,2931262.474015912,1958.28,Policy_Reduction
United Kingdom,Europe,2024,Agriculture,95474122.0,4477717.671424973,1256.21,Renewable_Transition
India,Asia,2007,Transport,1684959690.0,2684956.11,1707.13,Baseline
Saudi Arabia,Middle East,2022,Residential,1780991595.0,11886328.399019856,,High_Growth
Indonesia,Asia,1999,Transport,513189803.0,1638330.9539042944,3263.54,High_Growth
India,Asia,2020,Energy,2258261528.0,4798049.442053441,7338.09,Renewable_Transition
Italy,Europe,2003,Residential,965673633.0,1721978.9794622879,2128.65,High_Growth
UAE,Asia,2023,Industry,892295406.0,4602266.72,3605.77,Baseline
Canada,North America,2023,Transport,888464160.0,1972193.8496750393,1081.21,Policy_Reduction
France,Europe,1996,Energy,1238470456.0,742738.3928275652,5146.47,High_Growth
Iran,Asia,2015,Agriculture,1026116515.0,,211.27,Policy_Reduction
Iran,Asia,2001,Agriculture,,604035.888727682,168.07,High_Growth
Japan,Asia,1997,Agriculture,409848016.0,2379322.1286909822,755.75,Policy_Reduction
United States,North America,2023,Energy,1929565589.0,599595.0816267232,4717.11,Policy_Reduction
South Africa,Africa,1999,Energy,444957495.0,654370.4873880276,1395.78,Policy_Reduction
Japan,Asia,2018,Energy,588095359.0,3758402.27,4151.12,Baseline
Italy,Europe,2019,Residential,1195135159.0,2275545.98670309,1329.17,High_Growth
South Korea,Asia,1996,Residential,1181748864.0,1740902.214583577,397.56,Renewable_Transition
Turkey,Middle East,2013,Energy,313970698.0,1139902.7330221992,4567.55,Policy_Reduction
Saudi Arabia,Middle East,2000,Industry,1285715393.0,2547609.033202996,297.77,Renewable_Transition
China,Asia,2001,Transport,189214354.0,2407976.685323105,,Policy_Reduction
JAPAN,Asia,2021,Energy,579081073.0,5641268.291515249,17294.38,High_Growth
Vietnam,Asia,2021,Transport,413210620.0,2778034.170467339,2429.39,Policy_Reduction
Spain,Europe,2004,Agriculture,596169001.0,2118640.750728074,877.28,High_Growth
Saudi Arabia,Middle East,2008,Energy,1375101844.0,4783950.787597184,587.27,High_Growth
United States,North America,2022,Energy,1890505235.0,1042080.45,2470.28,Baseline
Russia,Europe,1996,Agriculture,,1731348.6021833268,443.08,High_Growth
Brazil,South America,1996,Energy,413653576.0,2323249.1335494295,5098.61,Policy_Reduction
India,Asia,2002,Industry,1438937121.0,1722347.84,3108.06,Baseline
Malaysia,Asia,2014,Energy,1797475609.0,4575799.109458976,9096.61,High_Growth
Philippines,Asia,2000,Transport,134224133.0,3412047.5795216607,2452.31,High_Growth
Saudi Arabia,Middle East,2011,Industry,1534481958.0,4058562.932865883,,High_Growth
ARGENTINA,South America,2023,Agriculture,,10643998.78,,Baseline
Turkey,Middle East,2024,Transport,375655872.0,1732049.3550748315,5229.57,Policy_Reduction
Egypt,Africa,2020,Energy,1568867132.0,3991215.1366810272,1178.9,Renewable_Transition
South Africa,Africa,2003,Transport,449590655.0,957476.1038246196,889.56,High_Growth
MALAYSIA,Asia,1996,Residential,1404743505.0,1869351.6080685996,797.87,Renewable_Transition
Turkey,Middle East,2018,Agriculture,394700945.0,1599328.72,,Baseline
India,Asia,1996,Residential,1410958165.0,1465393.8386514706,970.03,Renewable_Transition
France,Europe,2006,Transport,1299445743.0,1011766.4396825215,1979.49,High_Growth
Pakistan,Asia,2004,Agriculture,1576118621.0,2705398.62178942,314.6,Policy_Reduction
Malaysia,Asia,2004,Transport,1495756190.0,2448839.4533114657,2521.15,High_Growth
Bangladesh,Asia,2007,Agriculture,1693727089.0,416133.9882469137,585.22,Policy_Reduction
MALAYSIA,Asia,1997,Residential,1432596763.0,2154577.6613718816,1289.12,High_Growth
FRANCE,Europe,2005,Energy,1293541995.0,,3298.5,Policy_Reduction
UAE,Asia,2006,Energy,,2622191.2974700094,4830.88,High_Growth
Vietnam,Asia,2004,Transport,291069319.0,1049193.1718801134,1459.59,Renewable_Transition
Bangladesh,Asia,2019,Industry,1798009587.0,658062.1955289819,2067.98,High_Growth
Vietnam,Asia,2019,Industry,339416366.0,1511221.4138458315,3855.62,Policy_Reduction
Nigeria,Africa,2010,Transport,1632069942.0,2464517.763495069,106.18,High_Growth
United States,North America,2010,Energy,1526717307.0,538150.8143256918,4356.61,Policy_Reduction
South Africa,Africa,2021,Agriculture,608547214.0,1022108.6483957635,,Policy_Reduction
India,Asia,2023,Agriculture,2226977323.0,5285631.571346843,604.37,Policy_Reduction
Canada,North America,1999,Transport,787808906.0,925565.85,2327.71,Baseline
Turkey,Middle East,2010,Energy,301492104.0,1250989.25,6058.87,Baseline
Turkey,Middle East,1999,Transport,292169883.0,775468.52,2490.72,Baseline
Spain,Europe,2019,Transport,631666903.0,3063498.2112331316,945.3,Policy_Reduction
United Kingdom,Europe,1997,Residential,72395150.0,1218986.246446918,947.13,Renewable_Transition
Argentina,South America,2012,Agriculture,647099132.0,4108848.82,699.93,Baseline
Canada,North America,1995,Industry,735464744.0,808210.0,2871.14,Baseline
Nigeria,Africa,2004,Residential,,3071625.2341791475,81.86,High_Growth
Turkey,Middle East,1999,Energy,292169883.0,775468.52,5751.8,Baseline
Indonesia,Asia,2007,Transport,622713890.0,2753540.8687230772,2906.68,High_Growth
India,Asia,2014,Agriculture,1834984780.0,3494044.41838056,1338.7,Policy_Reduction
France,Europe,2013,Transport,1696957279.0,1273916.53,1937.46,Baseline
UAE,Asia,2023,Agriculture,892295406.0,4709246.283330118,995.68,Renewable_Transition
Egypt,Africa,2001,Energy,1053290949.0,2917045.1525253365,1056.41,High_Growth
Pakistan,Asia,2022,Industry,1725945262.0,3755481.87,774.65,Baseline
Canada,North America,2014,Energy,1002554842.0,1472562.7104363462,,High_Growth
Nigeria,Africa,2000,Residential,1432388027.0,2125592.718729677,37.99,Renewable_Transition
UAE,Asia,2010,Industry,947540810.0,3059409.9446252463,4731.73,High_Growth
PAKISTAN,Asia,2019,Transport,1639884474.0,3762507.981312583,473.04,Renewable_Transition
Vietnam,Asia,1999,Energy,291239028.0,714464.5318316512,4820.15,High_Growth
Australia,Oceania,2015,Residential,680748594.0,592095.12,2379.65,Baseline
GERMANY,Europe,2019,Agriculture,343549766.0,,608.36,Baseline
Germany,Europe,1999,Residential,,2709954.8750645746,1075.32,Renewable_Transition
NIGERIA,Africa,2012,Transport,1420961262.0,3402605.5272245794,157.54,Policy_Reduction
SOUTH AFRICA,Africa,2002,Agriculture,453534786.0,,197.3,Renewable_Transition
Iran,Asia,2021,Agriculture,1213242857.0,897355.8692923154,550.15,High_Growth
Indonesia,Asia,2022,Industry,843761902.0,4064239.212745519,5191.63,High_Growth
Egypt,Africa,2016,Transport,1387509164.0,7361295.919563205,918.4,High_Growth
United Kingdom,Europe,2017,Industry,101784716.0,1999861.39,2026.42,Baseline
Argentina,South America,2002,Industry,627008907.0,,,Baseline
Argentina,South America,2009,Energy,672867261.0,5349694.418628271,2100.01,High_Growth
UAE,Asia,2014,Residential,1062079852.0,2621069.82,1971.27,Baseline
Vietnam,Asia,2010,Energy,339812793.0,1235757.57,5431.27,Baseline
Malaysia,Asia,2002,Residential,1434687151.0,2663345.226113832,705.09,Renewable_Transition
South Korea,Asia,2012,Transport,1295814578.0,2861846.2935320283,1216.88,Renewable_Transition
Saudi Arabia,Middle East,2001,Residential,1360130533.0,2855492.226719197,120.79,Renewable_Transition
